697,432,73
698,164,7
699,51,57
700,228,79
701,388,98
702,482,97
703,268,81
704,115,99
705,307,79
706,674,71
707,708,42
708,97,7
709,279,23
710,942,91
711,92,25
712,64,14
713,27,55
714,669,36
715,403,5
716,375,76
717,871,92
718,426,66
719,681,60
720,867,85
721,192,42
722,562,75
723,508,42
724,447,40
725,432,45
726,879,51
727,305,90
728,245,100
729,964,30
730,853,6
731,255,74
732,324,46
733,494,70
734,66,43
735,854,58
736,647,82
737,994,54
738,79,16
739,860,30
740,572,17
741,569,100
742,724,32
743,667,90
744,429,47
745,57,81
746,900,41
747,943,68
748,851,72
749,617,20
750,329,47
751,709,56
752,396,77
753,39,61
754,331,44
755,913,23
756,651,50
757,15,20
758,634,49
759,915,81
760,458,20
761,145,57
762,434,84
763,290,57
764,103,67
765,38,58
766,383,46
767,768,31
768,351,95
769,459,15
770,981,57
771,128,27
772,924,31
773,99,23
774,873,25
775,436,43
776,660,48
777,240,92
778,886,83
779,992,66
780,875,84
781,248,83
782,265,97
783,18,57
784,605,88
785,575,94
786,436,21
787,183,36
788,314,42
789,705,77
790,811,41
791,729,6
792,321,59
793,274,58
794,611,83
795,152,11
796,697,57
797,399,90
798,395,27
799,84,88
800,605,30
801,131,73
802,23,37
803,281,90
804,119,17
805,796,36
806,68,29
807,395,64
808,342,50
809,938,12
810,264,70
811,494,88
812,252,77
813,502,62
814,464,32
815,165,20
816,96,88
817,871,86
818,687,78
819,372,66
820,266,65
821,405,49
822,279,43
823,161,32
824,584,70
825,131,50
826,927,17
827,720,69
828,595,5
829,348,40
830,206,43
831,273,7
832,1000,31
833,971,62
834,673,60
835,781,8
836,630,53
837,605,29
838,994,77
839,442,36
840,419,38
841,488,93
842,491,69
843,533,9
844,699,92
845,644,48
846,545,13
847,245,100
848,747,58
849,806,78
850,730,60
851,755,91
852,925,36
853,947,50
854,197,66
855,940,82
856,952,50
857,526,57
858,792,55
859,824,51
860,811,76
861,882,25
862,621,33
863,48,38
864,533,13
865,581,53
866,308,95
867,408,70
868,656,43
869,877,95
870,966,25
871,775,84
872,455,47
873,871,39
874,999,14
875,515,15
876,132,58
877,421,78
878,198,15
879,862,100
880,34,98
881,297,70
882,261,64
883,584,89
884,643,44
885,614,73
886,753,69
887,650,8
888,475,60
889,94,24
890,758,46
891,559,96
892,300,46
893,300,65
894,949,72
895,457,81
896,53,77
897,569,41
898,557,90
899,133,21
900,606,34
901,15,37
902,795,99
903,556,99
904,145,9
905,638,92
906,590,16
907,612,5
908,209,24
909,267,91
910,117,89
911,345,7
912,605,79
913,791,97
914,486,86
915,86,64
916,317,11
917,900,97
918,157,39
919,506,79
920,180,81
921,346,44
922,42,35
923,847,78
924,621,32
925,536,39
926,60,72
927,229,34
928,958,74
929,152,30
930,882,100
931,250,66
932,823,76
933,361,63
934,902,24
935,813,45
936,69,89
937,84,16
938,89,20
939,448,70
940,118,18
941,759,100
942,175,79
943,223,62
944,98,89
945,994,39
946,835,67
947,712,8
948,232,37
949,532,20
950,888,92
951,392,59
952,953,75
953,965,29
954,299,30
955,250,98
956,852,71
957,732,65
958,693,74
959,369,73
960,144,62
961,23,48
962,419,66
963,747,75
964,564,5
965,342,63
966,696,100
967,604,98
968,702,93
969,667,40
970,240,69
971,41,41
972,621,41
973,315,92
974,862,23
975,938,92
976,211,40
977,862,37
978,919,68
979,643,72
980,171,11
981,733,99
982,184,22
983,136,29
984,675,79
985,353,87
986,650,84
987,33,36
988,758,30
989,75,33
990,6,6
991,4,94
992,197,22
993,458,98
994,62,95
995,933,51
996,223,33
997,857,58
998,180,84
999,415,47
1000,677,54
